201972 | 56.1034 | 5
80292.5 | 22.3035 | 33
32323.5 | 8.97876 | 191
32406.5 | 9.00181 | 785
32409.8 | 9.00272 | 2991
19407.9 | 5.39108 | 9363
17239.7 | 4.78882 | 25154
17214.4 | 4.78177 | 60322
17214.4 | 4.78177 | 120853
12162.9 | 3.37859 | 217698
12106.9 | 3.36302 | 320053
5342.46 | 1.48402 | 410752
4819.75 | 1.33882 | 417672
4819.75 | 1.33882 | 337320
4175.11 | 1.15975 | 186441
0 | 0 | 57379
