7202.5 | 2.0007 | 22
7202.5 | 2.0007 | 436
7202.5 | 2.0007 | 6202
7202.5 | 2.0007 | 66302
7202.5 | 2.0007 | 100003
7202.5 | 2.0007 | 100001
7202.5 | 2.0007 | 100001
7202.5 | 2.0007 | 100002
7202.5 | 2.0007 | 100003
7202.5 | 2.0007 | 100006
7202.5 | 2.0007 | 100003
7202.5 | 2.0007 | 100003
7202.5 | 2.0007 | 100003
7202.5 | 2.0007 | 100009
6471.43 | 1.79762 | 100002
7202.5 | 2.0007 | 100009
7202.5 | 2.0007 | 100002
7202.5 | 2.0007 | 100006
5371.58 | 1.49211 | 100005
5371.58 | 1.49211 | 100004
0 | 0 | 100001
0 | 0 | 100001
0 | 0 | 100002
